epoch (ms),time (06:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1601970690308,2020-10-06T10:51:30.308,7.160,0.793,2.881,0.305
1601970690328,2020-10-06T10:51:30.328,7.180,-0.213,-1.418,0.351
1601970690348,2020-10-06T10:51:30.348,7.200,-1.220,-5.168,0.351
1601970690368,2020-10-06T10:51:30.368,7.220,0.412,0.137,0.244
1601970690388,2020-10-06T10:51:30.388,7.240,1.128,2.988,0.152
1601970690408,2020-10-06T10:51:30.408,7.260,0.030,-1.052,0.122
1601970690428,2020-10-06T10:51:30.428,7.280,-0.518,-2.744,0.381
1601970690448,2020-10-06T10:51:30.448,7.300,0.091,-0.015,0.488
1601970690468,2020-10-06T10:51:30.468,7.320,0.244,0.473,0.457
1601970690488,2020-10-06T10:51:30.488,7.340,-0.488,-2.454,0.457
1601970690508,2020-10-06T10:51:30.508,7.360,-0.183,-1.570,0.320
1601970690528,2020-10-06T10:51:30.528,7.380,0.762,2.058,0.259
1601970690548,2020-10-06T10:51:30.548,7.400,0.503,0.762,0.320
1601970690568,2020-10-06T10:51:30.568,7.420,-0.701,-2.912,0.320
1601970690588,2020-10-06T10:51:30.588,7.440,-0.366,-1.738,0.366
1601970690608,2020-10-06T10:51:30.608,7.460,0.640,1.860,0.259
1601970690628,2020-10-06T10:51:30.628,7.480,0.442,0.534,0.335
1601970690648,2020-10-06T10:51:30.648,7.500,-0.518,-3.064,0.442
1601970690668,2020-10-06T10:51:30.668,7.520,-0.473,-2.241,0.457
1601970690688,2020-10-06T10:51:30.688,7.540,0.213,0.762,0.290
1601970690708,2020-10-06T10:51:30.708,7.560,0.274,0.030,0.229
1601970690728,2020-10-06T10:51:30.728,7.580,-0.015,-1.677,0.137
1601970690748,2020-10-06T10:51:30.748,7.600,0.091,-1.128,0.198
1601970690768,2020-10-06T10:51:30.768,7.620,0.442,0.579,0.290
1601970690788,2020-10-06T10:51:30.788,7.640,-0.061,-1.098,0.396
1601970690808,2020-10-06T10:51:30.808,7.660,-0.488,-3.506,0.457
1601970690828,2020-10-06T10:51:30.828,7.680,-0.015,-1.280,0.396
1601970690848,2020-10-06T10:51:30.848,7.700,0.488,1.372,0.213
1601970690868,2020-10-06T10:51:30.868,7.720,0.351,0.168,0.183
1601970690888,2020-10-06T10:51:30.888,7.740,-0.122,-1.204,0.213
1601970690908,2020-10-06T10:51:30.908,7.760,0.107,-0.442,0.396
1601970690928,2020-10-06T10:51:30.928,7.780,-0.107,-0.412,0.412
1601970690948,2020-10-06T10:51:30.948,7.800,-0.107,-1.570,0.396
1601970690968,2020-10-06T10:51:30.968,7.820,-0.076,-1.189,0.320
1601970690988,2020-10-06T10:51:30.988,7.840,0.549,0.564,0.396
1601970691008,2020-10-06T10:51:31.008,7.860,0.335,-0.122,0.396
1601970691028,2020-10-06T10:51:31.028,7.880,-0.046,-1.860,0.396
1601970691048,2020-10-06T10:51:31.048,7.900,0.320,-0.244,0.366
1601970691068,2020-10-06T10:51:31.068,7.920,0.732,1.479,0.381
1601970691088,2020-10-06T10:51:31.088,7.940,-0.015,-1.159,0.396
1601970691108,2020-10-06T10:51:31.108,7.960,-0.518,-2.988,0.381
1601970691128,2020-10-06T10:51:31.128,7.980,0.244,-0.564,0.366
1601970691148,2020-10-06T10:51:31.148,8.000,0.473,0.579,0.259
1601970691168,2020-10-06T10:51:31.168,8.020,0.244,-0.518,0.244
1601970691188,2020-10-06T10:51:31.188,8.040,0.137,-0.777,0.366
1601970691208,2020-10-06T10:51:31.208,8.060,-0.030,-0.869,0.427
1601970691228,2020-10-06T10:51:31.228,8.080,-0.198,-1.631,0.412
1601970691248,2020-10-06T10:51:31.248,8.100,-0.396,-2.256,0.366
1601970691268,2020-10-06T10:51:31.268,8.120,0.305,-0.305,0.259
1601970691288,2020-10-06T10:51:31.288,8.140,0.549,1.067,0.259
1601970691308,2020-10-06T10:51:31.308,8.160,-0.091,-1.143,0.320
1601970691328,2020-10-06T10:51:31.328,8.180,-0.152,-1.402,0.274
1601970691348,2020-10-06T10:51:31.348,8.200,0.213,-0.061,0.305
1601970691368,2020-10-06T10:51:31.368,8.220,0.030,-0.534,0.335
1601970691388,2020-10-06T10:51:31.388,8.240,-0.030,-0.823,0.290
1601970691408,2020-10-06T10:51:31.408,8.260,0.183,-0.381,0.305
1601970691428,2020-10-06T10:51:31.428,8.280,0.137,-0.716,0.366
1601970691448,2020-10-06T10:51:31.448,8.300,-0.061,-1.402,0.396
1601970691468,2020-10-06T10:51:31.468,8.320,0.152,-0.396,0.335
1601970691488,2020-10-06T10:51:31.488,8.340,0.137,0.076,0.320
1601970691508,2020-10-06T10:51:31.508,8.360,-0.091,-1.387,0.244
1601970691528,2020-10-06T10:51:31.528,8.380,-0.122,-1.341,0.274
1601970691548,2020-10-06T10:51:31.548,8.400,0.610,0.610,0.427
1601970691568,2020-10-06T10:51:31.568,8.420,0.183,-0.534,0.473
1601970691588,2020-10-06T10:51:31.588,8.440,-0.838,-4.451,0.457
1601970691608,2020-10-06T10:51:31.608,8.460,-0.259,-1.738,0.274
1601970691628,2020-10-06T10:51:31.628,8.480,1.128,3.125,0.091
1601970691648,2020-10-06T10:51:31.648,8.500,0.564,0.899,0.091
1601970691668,2020-10-06T10:51:31.668,8.520,-0.366,-2.546,0.244
1601970691688,2020-10-06T10:51:31.688,8.540,0.046,-1.113,0.396
1601970691708,2020-10-06T10:51:31.708,8.560,0.107,-0.534,0.442
1601970691728,2020-10-06T10:51:31.728,8.580,-0.427,-2.241,0.473
1601970691748,2020-10-06T10:51:31.748,8.600,-0.030,-0.701,0.366
1601970691768,2020-10-06T10:51:31.768,8.620,0.716,1.692,0.198
1601970691788,2020-10-06T10:51:31.788,8.640,0.320,-0.381,0.168
1601970691808,2020-10-06T10:51:31.808,8.660,-0.564,-2.988,0.290
1601970691828,2020-10-06T10:51:31.828,8.680,0.152,-0.488,0.366
1601970691848,2020-10-06T10:51:31.848,8.700,0.442,1.113,0.305
1601970691868,2020-10-06T10:51:31.868,8.720,-0.290,-2.058,0.290
1601970691888,2020-10-06T10:51:31.888,8.740,-0.473,-2.637,0.213
1601970691908,2020-10-06T10:51:31.908,8.760,0.564,0.960,0.168
1601970691928,2020-10-06T10:51:31.928,8.780,0.716,1.860,0.107
1601970691948,2020-10-06T10:51:31.948,8.800,-0.076,-1.143,0.229
1601970691968,2020-10-06T10:51:31.968,8.820,-0.259,-1.540,0.305
1601970691988,2020-10-06T10:51:31.988,8.840,0.305,0.168,0.351
1601970692008,2020-10-06T10:51:32.008,8.860,-0.152,-0.930,0.381
1601970692028,2020-10-06T10:51:32.028,8.880,-0.381,-1.921,0.396
1601970692048,2020-10-06T10:51:32.048,8.900,0.183,0.564,0.457
1601970692068,2020-10-06T10:51:32.068,8.920,0.732,2.119,0.473
1601970692088,2020-10-06T10:51:32.088,8.940,0.046,-0.259,0.320
1601970692108,2020-10-06T10:51:32.108,8.960,-0.335,-1.357,0.366
1601970692128,2020-10-06T10:51:32.128,8.980,0.046,0.259,0.473
1601970692148,2020-10-06T10:51:32.148,9.000,0.015,-0.976,0.473
1601970692168,2020-10-06T10:51:32.168,9.020,-0.823,-3.872,0.488
1601970692188,2020-10-06T10:51:32.188,9.040,0.076,-0.259,0.396
1601970692208,2020-10-06T10:51:32.208,9.060,0.854,2.637,0.305
1601970692228,2020-10-06T10:51:32.228,9.080,-0.244,-1.723,0.290
1601970692248,2020-10-06T10:51:32.248,9.100,-0.823,-3.506,0.244
1601970692268,2020-10-06T10:51:32.268,9.120,0.610,1.372,0.366
1601970692288,2020-10-06T10:51:32.288,9.140,0.595,1.250,0.488
1601970692308,2020-10-06T10:51:32.308,9.160,-0.823,-4.116,0.534
1601970692328,2020-10-06T10:51:32.328,9.180,-0.442,-2.500,0.259
1601970692348,2020-10-06T10:51:32.348,9.200,0.808,2.287,0.137
1601970692368,2020-10-06T10:51:32.368,9.220,0.442,0.671,0.137
1601970692388,2020-10-06T10:51:32.388,9.240,-0.396,-1.875,0.366
1601970692408,2020-10-06T10:51:32.408,9.260,-0.122,-0.564,0.579
1601970692428,2020-10-06T10:51:32.428,9.280,-0.213,-0.671,0.579
1601970692448,2020-10-06T10:51:32.448,9.300,-0.442,-1.280,0.396
1601970692468,2020-10-06T10:51:32.468,9.320,0.137,0.457,0.259
1601970692488,2020-10-06T10:51:32.488,9.340,0.488,1.082,0.290
1601970692508,2020-10-06T10:51:32.508,9.360,0.000,-0.854,0.335
1601970692528,2020-10-06T10:51:32.528,9.380,-0.671,-3.232,0.412
1601970692548,2020-10-06T10:51:32.548,9.400,-0.290,-1.479,0.320
1601970692568,2020-10-06T10:51:32.568,9.420,0.777,1.966,0.305
1601970692588,2020-10-06T10:51:32.588,9.440,0.183,-0.015,0.290
1601970692608,2020-10-06T10:51:32.608,9.460,-0.976,-3.918,0.366
1601970692628,2020-10-06T10:51:32.628,9.480,-0.168,-0.884,0.290
1601970692648,2020-10-06T10:51:32.648,9.500,0.960,2.866,0.213
1601970692668,2020-10-06T10:51:32.668,9.520,0.229,0.137,0.244
1601970692688,2020-10-06T10:51:32.688,9.540,-0.579,-2.454,0.290
1601970692708,2020-10-06T10:51:32.708,9.560,0.213,0.427,0.396
1601970692728,2020-10-06T10:51:32.728,9.580,0.152,0.518,0.396
1601970692748,2020-10-06T10:51:32.748,9.600,-0.564,-2.957,0.366
1601970692768,2020-10-06T10:51:32.768,9.620,-0.107,-0.960,0.335
1601970692788,2020-10-06T10:51:32.788,9.640,0.686,2.195,0.259
1601970692808,2020-10-06T10:51:32.808,9.660,-0.122,-0.732,0.259
1601970692828,2020-10-06T10:51:32.828,9.680,-0.595,-2.348,0.290
1601970692848,2020-10-06T10:51:32.848,9.700,0.198,0.183,0.320
1601970692868,2020-10-06T10:51:32.868,9.720,0.046,-0.671,0.396
1601970692888,2020-10-06T10:51:32.888,9.740,-0.747,-3.155,0.412
1601970692908,2020-10-06T10:51:32.908,9.760,-0.030,-0.549,0.320
1601970692928,2020-10-06T10:51:32.928,9.780,0.549,1.921,0.305
1601970692948,2020-10-06T10:51:32.948,9.800,-0.152,-1.296,0.290
1601970692968,2020-10-06T10:51:32.968,9.820,-0.366,-2.393,0.229
1601970692988,2020-10-06T10:51:32.988,9.840,0.381,0.823,0.259
1601970693008,2020-10-06T10:51:33.008,9.860,0.213,0.290,0.396
1601970693028,2020-10-06T10:51:33.028,9.880,-0.823,-3.750,0.503
1601970693048,2020-10-06T10:51:33.048,9.900,-0.168,-1.738,0.335
1601970693068,2020-10-06T10:51:33.068,9.920,0.655,1.784,0.198
1601970693088,2020-10-06T10:51:33.088,9.940,-0.091,-0.701,0.229
1601970693108,2020-10-06T10:51:33.108,9.960,-0.457,-1.784,0.274
1601970693128,2020-10-06T10:51:33.128,9.980,0.335,0.884,0.335
1601970693148,2020-10-06T10:51:33.148,10.000,0.091,-0.229,0.396
1601970693168,2020-10-06T10:51:33.168,10.020,-0.549,-2.713,0.381
1601970693188,2020-10-06T10:51:33.188,10.040,-0.229,-1.052,0.244
1601970693208,2020-10-06T10:51:33.208,10.060,0.351,0.793,0.259
1601970693228,2020-10-06T10:51:33.228,10.080,0.107,-0.534,0.274
1601970693248,2020-10-06T10:51:33.248,10.100,-0.305,-1.921,0.335
1601970693268,2020-10-06T10:51:33.268,10.120,-0.015,-0.701,0.351
1601970693288,2020-10-06T10:51:33.288,10.140,0.229,0.823,0.351
1601970693308,2020-10-06T10:51:33.308,10.160,-0.381,-0.945,0.579
1601970693328,2020-10-06T10:51:33.328,10.180,-0.610,-1.082,0.732
1601970693348,2020-10-06T10:51:33.348,10.200,0.122,0.655,0.640
1601970693368,2020-10-06T10:51:33.368,10.220,0.534,1.463,0.305
1601970693388,2020-10-06T10:51:33.388,10.240,-0.229,-2.302,0.229
1601970693408,2020-10-06T10:51:33.408,10.260,-0.976,-3.552,0.274
1601970693428,2020-10-06T10:51:33.428,10.280,1.067,3.186,0.366
1601970693448,2020-10-06T10:51:33.448,10.300,0.747,1.875,0.351
1601970693468,2020-10-06T10:51:33.468,10.320,-1.463,-6.220,0.427
1601970693488,2020-10-06T10:51:33.488,10.340,-0.625,-2.942,0.396
1601970693508,2020-10-06T10:51:33.508,10.360,1.128,3.476,0.229
1601970693528,2020-10-06T10:51:33.528,10.380,0.351,0.335,0.229
1601970693548,2020-10-06T10:51:33.548,10.400,-0.732,-3.262,0.290
1601970693568,2020-10-06T10:51:33.568,10.420,-0.061,-0.976,0.381
1601970693588,2020-10-06T10:51:33.588,10.440,0.412,1.189,0.244
1601970693608,2020-10-06T10:51:33.608,10.460,-0.076,-0.701,0.305
1601970693628,2020-10-06T10:51:33.628,10.480,-0.274,-1.768,0.396
1601970693648,2020-10-06T10:51:33.648,10.500,0.076,-0.518,0.442
1601970693668,2020-10-06T10:51:33.668,10.520,-0.061,-1.098,0.442
1601970693688,2020-10-06T10:51:33.688,10.540,-0.122,-0.823,0.351
1601970693708,2020-10-06T10:51:33.708,10.560,0.442,0.640,0.274
1601970693728,2020-10-06T10:51:33.728,10.580,0.091,-1.174,0.152
1601970693748,2020-10-06T10:51:33.748,10.600,-0.351,-2.119,0.152
1601970693768,2020-10-06T10:51:33.768,10.620,0.381,0.534,0.335
1601970693788,2020-10-06T10:51:33.788,10.640,0.122,-0.686,0.488
1601970693808,2020-10-06T10:51:33.808,10.660,-0.686,-3.552,0.488
1601970693828,2020-10-06T10:51:33.828,10.680,-0.091,-1.159,0.335
1601970693848,2020-10-06T10:51:33.848,10.700,0.305,0.534,0.259
1601970693868,2020-10-06T10:51:33.868,10.720,-0.030,-0.854,0.198
1601970693888,2020-10-06T10:51:33.888,10.740,0.107,-0.335,0.244
1601970693908,2020-10-06T10:51:33.908,10.760,0.366,0.152,0.366
1601970693928,2020-10-06T10:51:33.928,10.780,-0.351,-1.723,0.381
1601970693948,2020-10-06T10:51:33.948,10.800,-0.274,-1.372,0.274
1601970693968,2020-10-06T10:51:33.968,10.820,0.381,0.915,0.244
1601970693988,2020-10-06T10:51:33.988,10.840,0.168,-0.076,0.290
1601970694008,2020-10-06T10:51:34.008,10.860,-0.259,-2.210,0.305
1601970694028,2020-10-06T10:51:34.028,10.880,-0.030,-1.174,0.366
1601970694048,2020-10-06T10:51:34.048,10.900,0.427,0.655,0.320
1601970694068,2020-10-06T10:51:34.068,10.920,0.000,-0.701,0.274
1601970694088,2020-10-06T10:51:34.088,10.940,-0.351,-2.271,0.274
1601970694108,2020-10-06T10:51:34.108,10.960,-0.168,-0.869,0.244
1601970694128,2020-10-06T10:51:34.128,10.980,0.396,0.625,0.168
1601970694148,2020-10-06T10:51:34.148,11.000,0.244,-0.015,0.244
1601970694168,2020-10-06T10:51:34.168,11.020,-0.213,-1.357,0.351
1601970694188,2020-10-06T10:51:34.188,11.040,-0.152,-1.006,0.320
1601970694208,2020-10-06T10:51:34.208,11.060,0.076,-0.259,0.305
1601970694228,2020-10-06T10:51:34.228,11.080,-0.091,-1.143,0.305
1601970694248,2020-10-06T10:51:34.248,11.100,-0.229,-1.463,0.229
1601970694268,2020-10-06T10:51:34.268,11.120,0.122,-0.640,0.229
1601970694288,2020-10-06T10:51:34.288,11.140,0.168,-0.168,0.244
1601970694308,2020-10-06T10:51:34.308,11.160,-0.015,-1.265,0.335
1601970694328,2020-10-06T10:51:34.328,11.180,-0.381,-2.256,0.320
1601970694348,2020-10-06T10:51:34.348,11.200,0.046,-1.082,0.229
1601970694368,2020-10-06T10:51:34.368,11.220,0.229,-0.335,0.274
1601970694388,2020-10-06T10:51:34.388,11.240,-0.122,-1.463,0.320
1601970694408,2020-10-06T10:51:34.408,11.260,0.213,-0.046,0.412
1601970694428,2020-10-06T10:51:34.428,11.280,0.229,-0.503,0.473
1601970694448,2020-10-06T10:51:34.448,11.300,-0.259,-1.662,0.274
1601970694468,2020-10-06T10:51:34.468,11.320,0.122,-0.107,0.229
1601970694488,2020-10-06T10:51:34.488,11.340,0.381,-0.137,0.229
1601970694508,2020-10-06T10:51:34.508,11.360,0.061,-1.646,0.152
1601970694528,2020-10-06T10:51:34.528,11.380,0.076,-0.884,0.335
1601970694548,2020-10-06T10:51:34.548,11.400,0.259,-0.274,0.412
1601970694568,2020-10-06T10:51:34.568,11.420,-0.259,-1.951,0.427
1601970694588,2020-10-06T10:51:34.588,11.440,-0.107,-1.357,0.412
1601970694608,2020-10-06T10:51:34.608,11.460,0.320,0.076,0.259
1601970694628,2020-10-06T10:51:34.628,11.480,0.244,-0.503,0.198
1601970694648,2020-10-06T10:51:34.648,11.500,0.076,-0.777,0.213
1601970694668,2020-10-06T10:51:34.668,11.520,0.259,-0.030,0.320
1601970694688,2020-10-06T10:51:34.688,11.540,0.122,-0.518,0.351
1601970694708,2020-10-06T10:51:34.708,11.560,-0.198,-1.723,0.396
1601970694728,2020-10-06T10:51:34.728,11.580,-0.137,-1.174,0.396
1601970694748,2020-10-06T10:51:34.748,11.600,0.305,0.564,0.320
1601970694768,2020-10-06T10:51:34.768,11.620,0.183,-0.320,0.335
1601970694788,2020-10-06T10:51:34.788,11.640,-0.122,-1.784,0.244
1601970694808,2020-10-06T10:51:34.808,11.660,0.122,-1.021,0.290
1601970694828,2020-10-06T10:51:34.828,11.680,0.473,0.610,0.335
1601970694848,2020-10-06T10:51:34.848,11.700,-0.030,-0.579,0.290
1601970694868,2020-10-06T10:51:34.868,11.720,-0.442,-1.707,0.244
1601970694888,2020-10-06T10:51:34.888,11.740,-0.244,-1.997,0.305
1601970694908,2020-10-06T10:51:34.908,11.760,0.213,-0.396,0.198
1601970694928,2020-10-06T10:51:34.928,11.780,0.747,1.463,0.198
1601970694948,2020-10-06T10:51:34.948,11.800,0.137,-0.290,0.305
1601970694968,2020-10-06T10:51:34.968,11.820,-0.518,-2.622,0.351
1601970694988,2020-10-06T10:51:34.988,11.840,-0.091,-0.930,0.351
1601970695008,2020-10-06T10:51:35.008,11.860,0.366,0.747,0.305
1601970695028,2020-10-06T10:51:35.028,11.880,-0.107,-0.808,0.366
1601970695048,2020-10-06T10:51:35.048,11.900,-0.152,-1.204,0.351
1601970695068,2020-10-06T10:51:35.068,11.920,0.335,0.534,0.274
1601970695088,2020-10-06T10:51:35.088,11.940,0.366,0.335,0.244
1601970695108,2020-10-06T10:51:35.108,11.960,-0.168,-1.631,0.259
1601970695128,2020-10-06T10:51:35.128,11.980,-0.351,-1.631,0.335
1601970695148,2020-10-06T10:51:35.148,12.000,0.030,-0.412,0.320
1601970695168,2020-10-06T10:51:35.168,12.020,0.274,0.046,0.244
1601970695188,2020-10-06T10:51:35.188,12.040,0.152,-0.762,0.320
1601970695208,2020-10-06T10:51:35.208,12.060,-0.015,-0.747,0.305
1601970695228,2020-10-06T10:51:35.228,12.080,0.198,-0.198,0.351
1601970695248,2020-10-06T10:51:35.248,12.100,-0.122,-1.311,0.290
1601970695268,2020-10-06T10:51:35.268,12.120,-0.015,-0.930,0.198
1601970695288,2020-10-06T10:51:35.288,12.140,0.274,0.762,0.351
1601970695308,2020-10-06T10:51:35.308,12.160,0.168,-0.442,0.473
1601970695328,2020-10-06T10:51:35.328,12.180,-0.595,-3.277,0.442
1601970695348,2020-10-06T10:51:35.348,12.200,-0.076,-1.555,0.274
1601970695368,2020-10-06T10:51:35.368,12.220,0.701,1.875,0.107
1601970695388,2020-10-06T10:51:35.388,12.240,0.579,1.570,0.152
1601970695408,2020-10-06T10:51:35.408,12.260,-0.107,-0.701,0.335
1601970695428,2020-10-06T10:51:35.428,12.280,-0.366,-1.829,0.503
1601970695448,2020-10-06T10:51:35.448,12.300,-0.259,-1.311,0.442
1601970695468,2020-10-06T10:51:35.468,12.320,-0.046,-0.762,0.335
1601970695488,2020-10-06T10:51:35.488,12.340,-0.030,-0.549,0.244
1601970695508,2020-10-06T10:51:35.508,12.360,0.244,0.213,0.274
1601970695528,2020-10-06T10:51:35.528,12.380,0.168,0.076,0.320
1601970695548,2020-10-06T10:51:35.548,12.400,-0.229,-1.235,0.366
1601970695568,2020-10-06T10:51:35.568,12.420,-0.030,-0.884,0.335
1601970695588,2020-10-06T10:51:35.588,12.440,0.274,0.183,0.320
1601970695608,2020-10-06T10:51:35.608,12.460,-0.259,-1.494,0.290
1601970695628,2020-10-06T10:51:35.628,12.480,-0.488,-2.165,0.335
1601970695648,2020-10-06T10:51:35.648,12.500,0.381,0.991,0.244
1601970695668,2020-10-06T10:51:35.668,12.520,0.640,1.570,0.259
1601970695688,2020-10-06T10:51:35.688,12.540,-0.396,-2.027,0.290
1601970695708,2020-10-06T10:51:35.708,12.560,-0.427,-1.936,0.320
1601970695728,2020-10-06T10:51:35.728,12.580,0.244,0.213,0.488
1601970695748,2020-10-06T10:51:35.748,12.600,0.061,-0.122,0.366
1601970695768,2020-10-06T10:51:35.768,12.620,-0.213,-1.250,0.259
1601970695788,2020-10-06T10:51:35.788,12.640,-0.259,-1.433,0.335
1601970695808,2020-10-06T10:51:35.808,12.660,0.046,-0.716,0.229
1601970695828,2020-10-06T10:51:35.828,12.680,0.061,-0.305,0.229
1601970695848,2020-10-06T10:51:35.848,12.700,-0.183,-0.671,0.366
1601970695868,2020-10-06T10:51:35.868,12.720,-0.152,-0.960,0.488
1601970695888,2020-10-06T10:51:35.888,12.740,-0.152,-1.128,0.427
1601970695908,2020-10-06T10:51:35.908,12.760,-0.015,-0.777,0.381
1601970695928,2020-10-06T10:51:35.928,12.780,0.030,-0.945,0.351
1601970695948,2020-10-06T10:51:35.948,12.800,-0.229,-1.341,0.396
1601970695968,2020-10-06T10:51:35.968,12.820,-0.046,-0.915,0.320
1601970695988,2020-10-06T10:51:35.988,12.840,0.091,-0.259,0.259
1601970696008,2020-10-06T10:51:36.008,12.860,0.061,-0.366,0.259
1601970696028,2020-10-06T10:51:36.028,12.880,-0.122,-0.274,0.412
1601970696048,2020-10-06T10:51:36.048,12.900,-0.259,-2.073,0.488
1601970696068,2020-10-06T10:51:36.068,12.920,-0.320,-2.424,0.305
1601970696088,2020-10-06T10:51:36.088,12.940,0.244,0.091,0.198
1601970696108,2020-10-06T10:51:36.108,12.960,0.320,0.564,0.152
1601970696128,2020-10-06T10:51:36.128,12.980,0.015,-0.716,0.152
1601970696148,2020-10-06T10:51:36.148,13.000,-0.030,-0.747,0.213
1601970696168,2020-10-06T10:51:36.168,13.020,-0.168,-1.250,0.412
1601970696188,2020-10-06T10:51:36.188,13.040,-0.335,-1.860,0.457
1601970696208,2020-10-06T10:51:36.208,13.060,-0.183,-0.915,0.351
1601970696228,2020-10-06T10:51:36.228,13.080,0.198,0.701,0.213
1601970696248,2020-10-06T10:51:36.248,13.100,0.351,0.534,0.259
1601970696268,2020-10-06T10:51:36.268,13.120,-0.168,-1.387,0.274
1601970696288,2020-10-06T10:51:36.288,13.140,-0.198,-1.707,0.320
1601970696308,2020-10-06T10:51:36.308,13.160,0.168,-0.320,0.366
1601970696328,2020-10-06T10:51:36.328,13.180,-0.213,-1.082,0.412
1601970696348,2020-10-06T10:51:36.348,13.200,-0.701,-2.698,0.381
1601970696368,2020-10-06T10:51:36.368,13.220,0.015,-1.174,0.259
1601970696388,2020-10-06T10:51:36.388,13.240,0.534,0.915,0.061
1601970696408,2020-10-06T10:51:36.408,13.260,0.152,0.030,0.046
1601970696428,2020-10-06T10:51:36.428,13.280,-0.412,-1.692,0.229
1601970696448,2020-10-06T10:51:36.448,13.300,-0.107,-1.021,0.366
1601970696468,2020-10-06T10:51:36.468,13.320,0.137,-0.244,0.366
1601970696488,2020-10-06T10:51:36.488,13.340,-0.320,-2.195,0.290
1601970696508,2020-10-06T10:51:36.508,13.360,-0.412,-2.637,0.351
1601970696528,2020-10-06T10:51:36.528,13.380,0.396,-0.213,0.290
1601970696548,2020-10-06T10:51:36.548,13.400,0.107,-0.518,0.290
1601970696568,2020-10-06T10:51:36.568,13.420,-0.640,-3.018,0.320
1601970696588,2020-10-06T10:51:36.588,13.440,-0.534,-1.936,0.320
1601970696608,2020-10-06T10:51:36.608,13.460,0.366,1.387,0.229
1601970696628,2020-10-06T10:51:36.628,13.480,0.488,1.616,0.152
1601970696648,2020-10-06T10:51:36.648,13.500,-0.305,-1.966,0.290
1601970696668,2020-10-06T10:51:36.668,13.520,-0.320,-2.607,0.396
1601970696688,2020-10-06T10:51:36.688,13.540,0.046,-0.838,0.351
1601970696708,2020-10-06T10:51:36.708,13.560,0.152,0.107,0.213
1601970696728,2020-10-06T10:51:36.728,13.580,0.152,-0.076,0.198
1601970696748,2020-10-06T10:51:36.748,13.600,-0.046,-1.037,0.183
1601970696768,2020-10-06T10:51:36.768,13.620,-0.091,-1.646,0.229
1601970696788,2020-10-06T10:51:36.788,13.640,0.168,0.198,0.412
1601970696808,2020-10-06T10:51:36.808,13.660,0.381,1.052,0.442
1601970696828,2020-10-06T10:51:36.828,13.680,-0.320,-2.378,0.473
1601970696848,2020-10-06T10:51:36.848,13.700,-0.610,-3.323,0.442
1601970696868,2020-10-06T10:51:36.868,13.720,0.503,1.128,0.320
1601970696888,2020-10-06T10:51:36.888,13.740,0.564,1.006,0.259
1601970696908,2020-10-06T10:51:36.908,13.760,-0.549,-2.530,0.259
1601970696928,2020-10-06T10:51:36.928,13.780,0.107,-0.244,0.229
1601970696948,2020-10-06T10:51:36.948,13.800,0.595,1.402,0.320
1601970696968,2020-10-06T10:51:36.968,13.820,-0.381,-2.561,0.259
1601970696988,2020-10-06T10:51:36.988,13.840,-0.518,-2.180,0.351
1601970697008,2020-10-06T10:51:37.008,13.860,0.625,2.363,0.351
1601970697028,2020-10-06T10:51:37.028,13.880,0.610,1.585,0.320
1601970697048,2020-10-06T10:51:37.048,13.900,-0.640,-3.750,0.351
1601970697068,2020-10-06T10:51:37.068,13.920,-0.366,-2.530,0.320
1601970697088,2020-10-06T10:51:37.088,13.940,0.716,2.195,0.335
1601970697108,2020-10-06T10:51:37.108,13.960,0.091,0.030,0.351
1601970697128,2020-10-06T10:51:37.128,13.980,-0.701,-3.110,0.290
1601970697148,2020-10-06T10:51:37.148,14.000,0.244,-0.244,0.259
1601970697168,2020-10-06T10:51:37.168,14.020,0.595,1.296,0.213
1601970697188,2020-10-06T10:51:37.188,14.040,-0.076,-0.854,0.229
1601970697208,2020-10-06T10:51:37.208,14.060,-0.198,-1.098,0.351
1601970697228,2020-10-06T10:51:37.228,14.080,0.030,-0.305,0.473
1601970697248,2020-10-06T10:51:37.248,14.100,-0.122,-0.762,0.427
1601970697268,2020-10-06T10:51:37.268,14.120,-0.320,-1.509,0.396
1601970697288,2020-10-06T10:51:37.288,14.140,0.015,-0.518,0.320
