epoch (ms),time (06:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1601970705812,2020-10-06T10:51:45.812,22.640,0.057,-0.023,1.017
1601970705832,2020-10-06T10:51:45.832,22.660,0.059,-0.023,1.019
1601970705852,2020-10-06T10:51:45.852,22.680,0.057,-0.024,1.019
1601970705872,2020-10-06T10:51:45.872,22.700,0.059,-0.025,1.018
1601970705892,2020-10-06T10:51:45.892,22.720,0.061,-0.024,1.017
1601970705912,2020-10-06T10:51:45.912,22.740,0.059,-0.023,1.017
1601970705932,2020-10-06T10:51:45.932,22.760,0.057,-0.024,1.018
1601970705952,2020-10-06T10:51:45.952,22.780,0.056,-0.024,1.016
1601970705972,2020-10-06T10:51:45.972,22.800,0.059,-0.026,1.019
1601970705992,2020-10-06T10:51:45.992,22.820,0.058,-0.024,1.017
1601970706012,2020-10-06T10:51:46.012,22.840,0.060,-0.025,1.017
1601970706032,2020-10-06T10:51:46.032,22.860,0.059,-0.026,1.017
1601970706052,2020-10-06T10:51:46.052,22.880,0.058,-0.024,1.017
1601970706072,2020-10-06T10:51:46.072,22.900,0.059,-0.024,1.017
1601970706092,2020-10-06T10:51:46.092,22.920,0.057,-0.025,1.016
1601970706112,2020-10-06T10:51:46.112,22.940,0.058,-0.024,1.015
1601970706132,2020-10-06T10:51:46.132,22.960,0.060,-0.024,1.019
1601970706152,2020-10-06T10:51:46.152,22.980,0.062,-0.026,1.018
1601970706172,2020-10-06T10:51:46.172,23.000,0.059,-0.026,1.015
1601970706192,2020-10-06T10:51:46.192,23.020,0.059,-0.023,1.015
1601970706212,2020-10-06T10:51:46.212,23.040,0.062,-0.023,1.021
1601970706232,2020-10-06T10:51:46.232,23.060,0.053,-0.024,1.020
1601970706252,2020-10-06T10:51:46.252,23.080,0.054,-0.025,1.012
1601970706272,2020-10-06T10:51:46.272,23.100,0.061,-0.027,1.015
1601970706292,2020-10-06T10:51:46.292,23.120,0.064,-0.024,1.019
1601970706312,2020-10-06T10:51:46.312,23.140,0.060,-0.024,1.015
1601970706332,2020-10-06T10:51:46.332,23.160,0.057,-0.026,1.016
1601970706352,2020-10-06T10:51:46.352,23.180,0.057,-0.024,1.017
1601970706372,2020-10-06T10:51:46.372,23.200,0.054,-0.023,1.018
1601970706392,2020-10-06T10:51:46.392,23.220,0.058,-0.023,1.018
1601970706412,2020-10-06T10:51:46.412,23.240,0.063,-0.024,1.019
1601970706432,2020-10-06T10:51:46.432,23.260,0.061,-0.024,1.018
1601970706452,2020-10-06T10:51:46.452,23.280,0.057,-0.026,1.017
1601970706472,2020-10-06T10:51:46.472,23.300,0.059,-0.026,1.014
1601970706492,2020-10-06T10:51:46.492,23.320,0.062,-0.024,1.017
1601970706512,2020-10-06T10:51:46.512,23.340,0.058,-0.024,1.020
1601970706532,2020-10-06T10:51:46.532,23.360,0.054,-0.023,1.018
1601970706552,2020-10-06T10:51:46.552,23.380,0.055,-0.023,1.014
1601970706572,2020-10-06T10:51:46.572,23.400,0.060,-0.021,1.016
1601970706592,2020-10-06T10:51:46.592,23.420,0.063,-0.024,1.019
1601970706612,2020-10-06T10:51:46.612,23.440,0.061,-0.023,1.018
1601970706632,2020-10-06T10:51:46.632,23.460,0.056,-0.023,1.015
1601970706652,2020-10-06T10:51:46.652,23.480,0.054,-0.023,1.015
1601970706672,2020-10-06T10:51:46.672,23.500,0.058,-0.023,1.017
1601970706692,2020-10-06T10:51:46.692,23.520,0.061,-0.025,1.017
1601970706712,2020-10-06T10:51:46.712,23.540,0.059,-0.024,1.017
1601970706732,2020-10-06T10:51:46.732,23.560,0.060,-0.024,1.016
1601970706752,2020-10-06T10:51:46.752,23.580,0.063,-0.025,1.016
1601970706772,2020-10-06T10:51:46.772,23.600,0.056,-0.024,1.015
1601970706792,2020-10-06T10:51:46.792,23.620,0.053,-0.022,1.015
1601970706812,2020-10-06T10:51:46.812,23.640,0.059,-0.024,1.018
1601970706832,2020-10-06T10:51:46.832,23.660,0.060,-0.025,1.017
1601970706852,2020-10-06T10:51:46.852,23.680,0.059,-0.025,1.017
1601970706872,2020-10-06T10:51:46.872,23.700,0.058,-0.024,1.017
1601970706892,2020-10-06T10:51:46.892,23.720,0.059,-0.023,1.018
1601970706912,2020-10-06T10:51:46.912,23.740,0.056,-0.023,1.014
1601970706932,2020-10-06T10:51:46.932,23.760,0.057,-0.023,1.018
1601970706952,2020-10-06T10:51:46.952,23.780,0.057,-0.025,1.017
1601970706972,2020-10-06T10:51:46.972,23.800,0.059,-0.023,1.014
1601970706992,2020-10-06T10:51:46.992,23.820,0.061,-0.023,1.018
1601970707012,2020-10-06T10:51:47.012,23.840,0.059,-0.024,1.018
1601970707032,2020-10-06T10:51:47.032,23.860,0.055,-0.024,1.013
1601970707052,2020-10-06T10:51:47.052,23.880,0.059,-0.023,1.015
1601970707072,2020-10-06T10:51:47.072,23.900,0.063,-0.022,1.019
1601970707092,2020-10-06T10:51:47.092,23.920,0.056,-0.021,1.017
1601970707112,2020-10-06T10:51:47.112,23.940,0.052,-0.025,1.013
1601970707132,2020-10-06T10:51:47.132,23.960,0.060,-0.026,1.015
1601970707152,2020-10-06T10:51:47.152,23.980,0.067,-0.025,1.020
1601970707172,2020-10-06T10:51:47.172,24.000,0.063,-0.024,1.017
1601970707192,2020-10-06T10:51:47.192,24.020,0.053,-0.023,1.015
1601970707212,2020-10-06T10:51:47.212,24.040,0.055,-0.024,1.016
1601970707232,2020-10-06T10:51:47.232,24.060,0.056,-0.023,1.016
1601970707252,2020-10-06T10:51:47.252,24.080,0.059,-0.022,1.017
1601970707272,2020-10-06T10:51:47.272,24.100,0.063,-0.025,1.019
1601970707292,2020-10-06T10:51:47.292,24.120,0.063,-0.024,1.015
1601970707312,2020-10-06T10:51:47.312,24.140,0.057,-0.023,1.014
1601970707332,2020-10-06T10:51:47.332,24.160,0.055,-0.023,1.017
1601970707352,2020-10-06T10:51:47.352,24.180,0.059,-0.023,1.017
1601970707372,2020-10-06T10:51:47.372,24.200,0.063,-0.024,1.017
1601970707392,2020-10-06T10:51:47.392,24.220,0.059,-0.024,1.016
1601970707412,2020-10-06T10:51:47.412,24.240,0.053,-0.022,1.016
1601970707432,2020-10-06T10:51:47.432,24.260,0.057,-0.024,1.016
1601970707452,2020-10-06T10:51:47.452,24.280,0.063,-0.025,1.020
1601970707472,2020-10-06T10:51:47.472,24.300,0.062,-0.022,1.018
1601970707492,2020-10-06T10:51:47.492,24.320,0.057,-0.021,1.014
1601970707512,2020-10-06T10:51:47.512,24.340,0.056,-0.022,1.015
1601970707532,2020-10-06T10:51:47.532,24.360,0.057,-0.023,1.016
1601970707552,2020-10-06T10:51:47.552,24.380,0.056,-0.024,1.016
1601970707572,2020-10-06T10:51:47.572,24.400,0.058,-0.022,1.016
1601970707592,2020-10-06T10:51:47.592,24.420,0.060,-0.024,1.017
1601970707612,2020-10-06T10:51:47.612,24.440,0.063,-0.025,1.017
1601970707632,2020-10-06T10:51:47.632,24.460,0.057,-0.024,1.017
1601970707652,2020-10-06T10:51:47.652,24.480,0.056,-0.021,1.017
1601970707672,2020-10-06T10:51:47.672,24.500,0.059,-0.024,1.020
1601970707692,2020-10-06T10:51:47.692,24.520,0.060,-0.023,1.018
1601970707712,2020-10-06T10:51:47.712,24.540,0.058,-0.024,1.016
1601970707732,2020-10-06T10:51:47.732,24.560,0.059,-0.024,1.013
1601970707752,2020-10-06T10:51:47.752,24.580,0.060,-0.023,1.016
1601970707772,2020-10-06T10:51:47.772,24.600,0.058,-0.023,1.020
1601970707792,2020-10-06T10:51:47.792,24.620,0.061,-0.024,1.020
1601970707812,2020-10-06T10:51:47.812,24.640,0.059,-0.022,1.017
1601970707832,2020-10-06T10:51:47.832,24.660,0.058,-0.024,1.014
1601970707852,2020-10-06T10:51:47.852,24.680,0.063,-0.023,1.021
1601970707872,2020-10-06T10:51:47.872,24.700,0.062,-0.021,1.022
1601970707892,2020-10-06T10:51:47.892,24.720,0.051,-0.022,1.016
1601970707912,2020-10-06T10:51:47.912,24.740,0.055,-0.024,1.013
1601970707932,2020-10-06T10:51:47.932,24.760,0.064,-0.026,1.018
1601970707952,2020-10-06T10:51:47.952,24.780,0.069,-0.026,1.019
1601970707972,2020-10-06T10:51:47.972,24.800,0.063,-0.024,1.016
1601970707992,2020-10-06T10:51:47.992,24.820,0.055,-0.024,1.018
1601970708012,2020-10-06T10:51:48.012,24.840,0.051,-0.021,1.015
1601970708032,2020-10-06T10:51:48.032,24.860,0.057,-0.021,1.013
1601970708052,2020-10-06T10:51:48.052,24.880,0.064,-0.024,1.020
1601970708072,2020-10-06T10:51:48.072,24.900,0.064,-0.025,1.020
1601970708092,2020-10-06T10:51:48.092,24.920,0.061,-0.021,1.018
1601970708112,2020-10-06T10:51:48.112,24.940,0.055,-0.024,1.014
1601970708132,2020-10-06T10:51:48.132,24.960,0.055,-0.023,1.015
1601970708152,2020-10-06T10:51:48.152,24.980,0.063,-0.024,1.017
1601970708172,2020-10-06T10:51:48.172,25.000,0.064,-0.026,1.018
1601970708192,2020-10-06T10:51:48.192,25.020,0.055,-0.025,1.016
1601970708212,2020-10-06T10:51:48.212,25.040,0.055,-0.022,1.015
1601970708232,2020-10-06T10:51:48.232,25.060,0.063,-0.025,1.018
1601970708252,2020-10-06T10:51:48.252,25.080,0.066,-0.026,1.021
1601970708272,2020-10-06T10:51:48.272,25.100,0.059,-0.025,1.018
1601970708292,2020-10-06T10:51:48.292,25.120,0.055,-0.024,1.017
1601970708312,2020-10-06T10:51:48.312,25.140,0.058,-0.022,1.018
1601970708332,2020-10-06T10:51:48.332,25.160,0.062,-0.024,1.018
1601970708352,2020-10-06T10:51:48.352,25.180,0.059,-0.023,1.015
1601970708372,2020-10-06T10:51:48.372,25.200,0.058,-0.023,1.017
1601970708392,2020-10-06T10:51:48.392,25.220,0.060,-0.024,1.019
1601970708412,2020-10-06T10:51:48.412,25.240,0.061,-0.023,1.019
1601970708432,2020-10-06T10:51:48.432,25.260,0.055,-0.021,1.017
1601970708452,2020-10-06T10:51:48.452,25.280,0.055,-0.022,1.016
1601970708472,2020-10-06T10:51:48.472,25.300,0.062,-0.022,1.019
1601970708492,2020-10-06T10:51:48.492,25.320,0.062,-0.023,1.019
1601970708512,2020-10-06T10:51:48.512,25.340,0.056,-0.024,1.015
1601970708532,2020-10-06T10:51:48.532,25.360,0.056,-0.024,1.015
1601970708552,2020-10-06T10:51:48.552,25.380,0.057,-0.024,1.017
1601970708572,2020-10-06T10:51:48.572,25.400,0.061,-0.023,1.017
1601970708592,2020-10-06T10:51:48.592,25.420,0.061,-0.024,1.018
1601970708612,2020-10-06T10:51:48.612,25.440,0.057,-0.024,1.014
1601970708632,2020-10-06T10:51:48.632,25.460,0.056,-0.025,1.014
1601970708652,2020-10-06T10:51:48.652,25.480,0.060,-0.023,1.016
1601970708672,2020-10-06T10:51:48.672,25.500,0.061,-0.023,1.021
1601970708692,2020-10-06T10:51:48.692,25.520,0.054,-0.021,1.017
1601970708712,2020-10-06T10:51:48.712,25.540,0.054,-0.023,1.013
1601970708732,2020-10-06T10:51:48.732,25.560,0.062,-0.025,1.017
1601970708752,2020-10-06T10:51:48.752,25.580,0.065,-0.025,1.020
1601970708772,2020-10-06T10:51:48.772,25.600,0.059,-0.023,1.019
1601970708792,2020-10-06T10:51:48.792,25.620,0.057,-0.022,1.015
1601970708812,2020-10-06T10:51:48.812,25.640,0.055,-0.023,1.016
1601970708832,2020-10-06T10:51:48.832,25.660,0.054,-0.022,1.014
1601970708852,2020-10-06T10:51:48.852,25.680,0.059,-0.022,1.015
1601970708872,2020-10-06T10:51:48.872,25.700,0.066,-0.023,1.017
1601970708892,2020-10-06T10:51:48.892,25.720,0.062,-0.024,1.017
1601970708912,2020-10-06T10:51:48.912,25.740,0.055,-0.023,1.016
1601970708932,2020-10-06T10:51:48.932,25.760,0.057,-0.022,1.014
1601970708952,2020-10-06T10:51:48.952,25.780,0.061,-0.024,1.016
1601970708972,2020-10-06T10:51:48.972,25.800,0.064,-0.023,1.017
1601970708992,2020-10-06T10:51:48.992,25.820,0.055,-0.024,1.018
1601970709012,2020-10-06T10:51:49.012,25.840,0.051,-0.023,1.012
1601970709032,2020-10-06T10:51:49.032,25.860,0.063,-0.026,1.017
1601970709052,2020-10-06T10:51:49.052,25.880,0.065,-0.026,1.020
1601970709072,2020-10-06T10:51:49.072,25.900,0.058,-0.024,1.016
1601970709092,2020-10-06T10:51:49.092,25.920,0.055,-0.022,1.015
1601970709112,2020-10-06T10:51:49.112,25.940,0.059,-0.024,1.016
1601970709132,2020-10-06T10:51:49.132,25.960,0.057,-0.026,1.017
1601970709152,2020-10-06T10:51:49.152,25.980,0.054,-0.024,1.016
1601970709172,2020-10-06T10:51:49.172,26.000,0.059,-0.024,1.019
1601970709192,2020-10-06T10:51:49.192,26.020,0.066,-0.027,1.019
1601970709212,2020-10-06T10:51:49.212,26.040,0.061,-0.025,1.017
1601970709232,2020-10-06T10:51:49.232,26.060,0.053,-0.023,1.015
1601970709252,2020-10-06T10:51:49.252,26.080,0.057,-0.024,1.017
1601970709272,2020-10-06T10:51:49.272,26.100,0.063,-0.025,1.018
1601970709292,2020-10-06T10:51:49.292,26.120,0.060,-0.023,1.016
1601970709312,2020-10-06T10:51:49.312,26.140,0.060,-0.024,1.016
1601970709332,2020-10-06T10:51:49.332,26.160,0.061,-0.025,1.018
1601970709352,2020-10-06T10:51:49.352,26.180,0.057,-0.024,1.016
1601970709372,2020-10-06T10:51:49.372,26.200,0.057,-0.025,1.018
1601970709392,2020-10-06T10:51:49.392,26.220,0.060,-0.024,1.018
1601970709412,2020-10-06T10:51:49.412,26.240,0.059,-0.023,1.015
1601970709432,2020-10-06T10:51:49.432,26.260,0.055,-0.023,1.014
1601970709452,2020-10-06T10:51:49.452,26.280,0.060,-0.025,1.019
1601970709472,2020-10-06T10:51:49.472,26.300,0.062,-0.023,1.021
1601970709492,2020-10-06T10:51:49.492,26.320,0.057,-0.024,1.015
1601970709512,2020-10-06T10:51:49.512,26.340,0.061,-0.024,1.011
1601970709532,2020-10-06T10:51:49.532,26.360,0.064,-0.022,1.019
1601970709552,2020-10-06T10:51:49.552,26.380,0.059,-0.022,1.021
1601970709572,2020-10-06T10:51:49.572,26.400,0.053,-0.023,1.016
1601970709592,2020-10-06T10:51:49.592,26.420,0.055,-0.023,1.014
1601970709612,2020-10-06T10:51:49.612,26.440,0.063,-0.024,1.019
1601970709632,2020-10-06T10:51:49.632,26.460,0.064,-0.024,1.020
1601970709652,2020-10-06T10:51:49.652,26.480,0.062,-0.023,1.019
1601970709672,2020-10-06T10:51:49.672,26.500,0.058,-0.023,1.016
1601970709692,2020-10-06T10:51:49.692,26.520,0.052,-0.023,1.013
1601970709712,2020-10-06T10:51:49.712,26.540,0.054,-0.022,1.014
1601970709732,2020-10-06T10:51:49.732,26.560,0.063,-0.023,1.021
1601970709752,2020-10-06T10:51:49.752,26.580,0.066,-0.024,1.020
1601970709772,2020-10-06T10:51:49.772,26.600,0.062,-0.022,1.017
1601970709792,2020-10-06T10:51:49.792,26.620,0.055,-0.024,1.016
1601970709812,2020-10-06T10:51:49.812,26.640,0.058,-0.024,1.018
1601970709832,2020-10-06T10:51:49.832,26.660,0.061,-0.024,1.017
1601970709852,2020-10-06T10:51:49.852,26.680,0.061,-0.022,1.018
1601970709872,2020-10-06T10:51:49.872,26.700,0.057,-0.023,1.017
1601970709892,2020-10-06T10:51:49.892,26.720,0.060,-0.024,1.016
1601970709912,2020-10-06T10:51:49.912,26.740,0.063,-0.024,1.018
1601970709932,2020-10-06T10:51:49.932,26.760,0.060,-0.023,1.019
1601970709952,2020-10-06T10:51:49.952,26.780,0.059,-0.022,1.016
1601970709972,2020-10-06T10:51:49.972,26.800,0.057,-0.022,1.016
1601970709992,2020-10-06T10:51:49.992,26.820,0.060,-0.023,1.015
1601970710012,2020-10-06T10:51:50.012,26.840,0.061,-0.024,1.018
1601970710032,2020-10-06T10:51:50.032,26.860,0.060,-0.025,1.017
1601970710052,2020-10-06T10:51:50.052,26.880,0.058,-0.023,1.015
1601970710072,2020-10-06T10:51:50.072,26.900,0.059,-0.023,1.017
1601970710092,2020-10-06T10:51:50.092,26.920,0.063,-0.025,1.017
1601970710112,2020-10-06T10:51:50.112,26.940,0.060,-0.025,1.019
1601970710132,2020-10-06T10:51:50.132,26.960,0.058,-0.024,1.016
1601970710152,2020-10-06T10:51:50.152,26.980,0.061,-0.024,1.015
1601970710172,2020-10-06T10:51:50.172,27.000,0.062,-0.024,1.018
1601970710192,2020-10-06T10:51:50.192,27.020,0.061,-0.025,1.015
1601970710212,2020-10-06T10:51:50.212,27.040,0.059,-0.025,1.016
1601970710232,2020-10-06T10:51:50.232,27.060,0.060,-0.025,1.015
1601970710252,2020-10-06T10:51:50.252,27.080,0.058,-0.026,1.017
1601970710272,2020-10-06T10:51:50.272,27.100,0.061,-0.024,1.017
1601970710292,2020-10-06T10:51:50.292,27.120,0.064,-0.024,1.017
1601970710312,2020-10-06T10:51:50.312,27.140,0.059,-0.022,1.017
1601970710332,2020-10-06T10:51:50.332,27.160,0.055,-0.023,1.012
1601970710352,2020-10-06T10:51:50.352,27.180,0.063,-0.023,1.019
1601970710372,2020-10-06T10:51:50.372,27.200,0.068,-0.022,1.023
1601970710392,2020-10-06T10:51:50.392,27.220,0.058,-0.024,1.017
1601970710412,2020-10-06T10:51:50.412,27.240,0.050,-0.023,1.014
1601970710432,2020-10-06T10:51:50.432,27.260,0.059,-0.024,1.014
1601970710452,2020-10-06T10:51:50.452,27.280,0.072,-0.026,1.020
1601970710472,2020-10-06T10:51:50.472,27.300,0.069,-0.025,1.018
1601970710492,2020-10-06T10:51:50.492,27.320,0.056,-0.023,1.013
1601970710512,2020-10-06T10:51:50.512,27.340,0.055,-0.023,1.015
1601970710532,2020-10-06T10:51:50.532,27.360,0.056,-0.022,1.017
1601970710552,2020-10-06T10:51:50.552,27.380,0.057,-0.022,1.016
1601970710572,2020-10-06T10:51:50.572,27.400,0.065,-0.023,1.017
1601970710592,2020-10-06T10:51:50.592,27.420,0.065,-0.025,1.019
1601970710612,2020-10-06T10:51:50.612,27.440,0.058,-0.024,1.016
1601970710632,2020-10-06T10:51:50.632,27.460,0.053,-0.022,1.017
1601970710652,2020-10-06T10:51:50.652,27.480,0.060,-0.022,1.019
1601970710672,2020-10-06T10:51:50.672,27.500,0.065,-0.024,1.017
1601970710692,2020-10-06T10:51:50.692,27.520,0.060,-0.025,1.016
1601970710712,2020-10-06T10:51:50.712,27.540,0.058,-0.024,1.017
1601970710732,2020-10-06T10:51:50.732,27.560,0.063,-0.024,1.018
1601970710752,2020-10-06T10:51:50.752,27.580,0.063,-0.024,1.016
1601970710772,2020-10-06T10:51:50.772,27.600,0.059,-0.024,1.016
1601970710792,2020-10-06T10:51:50.792,27.620,0.057,-0.024,1.018
1601970710812,2020-10-06T10:51:50.812,27.640,0.064,-0.023,1.017
1601970710832,2020-10-06T10:51:50.832,27.660,0.063,-0.025,1.016
1601970710852,2020-10-06T10:51:50.852,27.680,0.059,-0.024,1.017
1601970710872,2020-10-06T10:51:50.872,27.700,0.058,-0.023,1.016
1601970710892,2020-10-06T10:51:50.892,27.720,0.059,-0.026,1.017
1601970710912,2020-10-06T10:51:50.912,27.740,0.061,-0.024,1.017
1601970710932,2020-10-06T10:51:50.932,27.760,0.063,-0.022,1.017
1601970710952,2020-10-06T10:51:50.952,27.780,0.063,-0.023,1.018
1601970710972,2020-10-06T10:51:50.972,27.800,0.059,-0.024,1.018
1601970710992,2020-10-06T10:51:50.992,27.820,0.056,-0.023,1.014
1601970711012,2020-10-06T10:51:51.012,27.840,0.058,-0.024,1.013
1601970711032,2020-10-06T10:51:51.032,27.860,0.065,-0.025,1.015
1601970711052,2020-10-06T10:51:51.052,27.880,0.064,-0.023,1.017
1601970711072,2020-10-06T10:51:51.072,27.900,0.061,-0.024,1.017
1601970711092,2020-10-06T10:51:51.092,27.920,0.058,-0.025,1.011
1601970711112,2020-10-06T10:51:51.112,27.940,0.063,-0.024,1.018
1601970711132,2020-10-06T10:51:51.132,27.960,0.066,-0.023,1.023
1601970711152,2020-10-06T10:51:51.152,27.980,0.060,-0.024,1.020
1601970711172,2020-10-06T10:51:51.172,28.000,0.053,-0.026,1.012
1601970711192,2020-10-06T10:51:51.192,28.020,0.061,-0.026,1.012
1601970711212,2020-10-06T10:51:51.212,28.040,0.068,-0.025,1.020
1601970711232,2020-10-06T10:51:51.232,28.060,0.064,-0.026,1.019
1601970711252,2020-10-06T10:51:51.252,28.080,0.058,-0.025,1.013
1601970711272,2020-10-06T10:51:51.272,28.100,0.055,-0.025,1.012
1601970711292,2020-10-06T10:51:51.292,28.120,0.059,-0.023,1.016
1601970711312,2020-10-06T10:51:51.312,28.140,0.062,-0.023,1.018
1601970711332,2020-10-06T10:51:51.332,28.160,0.064,-0.024,1.016
1601970711352,2020-10-06T10:51:51.352,28.180,0.064,-0.024,1.015
1601970711372,2020-10-06T10:51:51.372,28.200,0.060,-0.025,1.015
1601970711392,2020-10-06T10:51:51.392,28.220,0.054,-0.023,1.017
1601970711412,2020-10-06T10:51:51.412,28.240,0.059,-0.023,1.017
1601970711432,2020-10-06T10:51:51.432,28.260,0.066,-0.025,1.019
1601970711452,2020-10-06T10:51:51.452,28.280,0.063,-0.026,1.017
1601970711472,2020-10-06T10:51:51.472,28.300,0.055,-0.023,1.015
1601970711492,2020-10-06T10:51:51.492,28.320,0.058,-0.025,1.016
1601970711512,2020-10-06T10:51:51.512,28.340,0.069,-0.027,1.019
1601970711532,2020-10-06T10:51:51.532,28.360,0.064,-0.025,1.018
1601970711552,2020-10-06T10:51:51.552,28.380,0.057,-0.023,1.013
1601970711572,2020-10-06T10:51:51.572,28.400,0.059,-0.024,1.013
1601970711592,2020-10-06T10:51:51.592,28.420,0.061,-0.027,1.016
1601970711612,2020-10-06T10:51:51.612,28.440,0.058,-0.024,1.018
1601970711632,2020-10-06T10:51:51.632,28.460,0.060,-0.025,1.015
1601970711652,2020-10-06T10:51:51.652,28.480,0.066,-0.026,1.018
1601970711672,2020-10-06T10:51:51.672,28.500,0.068,-0.024,1.020
1601970711692,2020-10-06T10:51:51.692,28.520,0.060,-0.024,1.016
1601970711712,2020-10-06T10:51:51.712,28.540,0.055,-0.022,1.017
1601970711732,2020-10-06T10:51:51.732,28.560,0.061,-0.025,1.018
1601970711752,2020-10-06T10:51:51.752,28.580,0.065,-0.026,1.017
1601970711772,2020-10-06T10:51:51.772,28.600,0.063,-0.026,1.017
1601970711792,2020-10-06T10:51:51.792,28.620,0.058,-0.025,1.016
1601970711812,2020-10-06T10:51:51.812,28.640,0.058,-0.026,1.014
1601970711832,2020-10-06T10:51:51.832,28.660,0.058,-0.025,1.016
1601970711852,2020-10-06T10:51:51.852,28.680,0.061,-0.026,1.016
1601970711872,2020-10-06T10:51:51.872,28.700,0.064,-0.025,1.017
1601970711892,2020-10-06T10:51:51.892,28.720,0.061,-0.024,1.018
1601970711912,2020-10-06T10:51:51.912,28.740,0.059,-0.025,1.014
1601970711932,2020-10-06T10:51:51.932,28.760,0.062,-0.023,1.018
1601970711952,2020-10-06T10:51:51.952,28.780,0.063,-0.023,1.021
1601970711972,2020-10-06T10:51:51.972,28.800,0.057,-0.025,1.018
1601970711992,2020-10-06T10:51:51.992,28.820,0.056,-0.025,1.013
1601970712012,2020-10-06T10:51:52.012,28.840,0.063,-0.025,1.017
1601970712032,2020-10-06T10:51:52.032,28.860,0.067,-0.026,1.017
1601970712052,2020-10-06T10:51:52.052,28.880,0.063,-0.025,1.017
1601970712072,2020-10-06T10:51:52.072,28.900,0.059,-0.026,1.013
1601970712092,2020-10-06T10:51:52.092,28.920,0.059,-0.025,1.015
1601970712112,2020-10-06T10:51:52.112,28.940,0.058,-0.023,1.017
1601970712132,2020-10-06T10:51:52.132,28.960,0.062,-0.024,1.015
1601970712152,2020-10-06T10:51:52.152,28.980,0.064,-0.026,1.018
1601970712172,2020-10-06T10:51:52.172,29.000,0.066,-0.025,1.018
1601970712192,2020-10-06T10:51:52.192,29.020,0.060,-0.025,1.017
1601970712212,2020-10-06T10:51:52.212,29.040,0.057,-0.024,1.013
1601970712232,2020-10-06T10:51:52.232,29.060,0.063,-0.025,1.018
1601970712252,2020-10-06T10:51:52.252,29.080,0.064,-0.025,1.019
1601970712272,2020-10-06T10:51:52.272,29.100,0.057,-0.025,1.017
1601970712292,2020-10-06T10:51:52.292,29.120,0.056,-0.023,1.014
1601970712312,2020-10-06T10:51:52.312,29.140,0.064,-0.025,1.017
1601970712332,2020-10-06T10:51:52.332,29.160,0.068,-0.027,1.020
1601970712352,2020-10-06T10:51:52.352,29.180,0.062,-0.024,1.019
1601970712372,2020-10-06T10:51:52.372,29.200,0.058,-0.024,1.014
1601970712392,2020-10-06T10:51:52.392,29.220,0.059,-0.026,1.016
1601970712412,2020-10-06T10:51:52.412,29.240,0.063,-0.024,1.017
1601970712432,2020-10-06T10:51:52.432,29.260,0.063,-0.023,1.019
1601970712452,2020-10-06T10:51:52.452,29.280,0.062,-0.025,1.016
1601970712472,2020-10-06T10:51:52.472,29.300,0.063,-0.025,1.017
1601970712492,2020-10-06T10:51:52.492,29.320,0.063,-0.024,1.016
1601970712512,2020-10-06T10:51:52.512,29.340,0.058,-0.024,1.016
1601970712532,2020-10-06T10:51:52.532,29.360,0.060,-0.023,1.017
